filepath,file_size,num_sections,export_count,avg_entropy
C:\Windows\System32\kd.dll,54688,10,5,0.369683549
C:\Windows\System32\kdcom.dll,75184,12,5,1.19551427
C:\Windows\System32\kdcpw.dll,98304,8,11,2.018398258
C:\Windows\System32\kdhvcom.dll,62880,11,5,0.924991605
C:\Windows\System32\kdnet.dll,157104,12,5,1.918115442
C:\Windows\System32\kdnet_uart16550.dll,58696,11,1,0.615091279
C:\Windows\System32\KdsCli.dll,114688,8,49,2.161886059
C:\Windows\System32\kdstub.dll,87496,11,1,1.3933129
C:\Windows\System32\kdusb.dll,87496,12,5,1.374433967
C:\Windows\System32\kd_02_10df.dll,70960,11,1,1.159446603
C:\Windows\System32\kd_02_10ec.dll,476576,11,1,1.643420779
C:\Windows\System32\kd_02_1137.dll,71072,11,1,0.921326237
C:\Windows\System32\kd_02_1414.dll,99648,11,1,1.497135728
C:\Windows\System32\kd_02_14e4.dll,284064,11,1,2.073733577
C:\Windows\System32\kd_02_15ad.dll,58672,10,1,1.040578343
C:\Windows\System32\kd_02_15b3.dll,91456,11,1,1.271044867
C:\Windows\System32\kd_02_1969.dll,83376,11,1,1.223444419
C:\Windows\System32\kd_02_19a2.dll,70960,11,1,1.16034812
C:\Windows\System32\kd_02_1af4.dll,62784,11,1,0.802224749
C:\Windows\System32\kd_02_8086.dll,361776,11,1,2.636250477
C:\Windows\System32\kd_07_1415.dll,58680,11,1,0.708074968
C:\Windows\System32\kd_0C_8086.dll,87456,11,1,1.656574029
C:\Windows\System32\keepaliveprovider.dll,45056,7,2,1.735373946
C:\Windows\System32\kerb3961.dll,162648,7,6,2.520407399
C:\Windows\System32\KerbClientShared.dll,261808,8,37,2.424216282
C:\Windows\System32\kerberos.dll,1392640,8,11,3.800018118
C:\Windows\System32\kernel.appcore.dll,117192,8,266,1.881191079
C:\Windows\System32\kernel32.dll,827928,8,1691,2.82276414
C:\Windows\System32\KernelBase.dll,4001312,8,2031,3.621978661
C:\Windows\System32\KeyCredMgr.dll,102400,8,4,2.137004318
C:\Windows\System32\keyiso.dll,122880,7,2,2.604120276
C:\Windows\System32\keymgr.dll,86016,8,10,1.97562309
C:\Windows\System32\KeywordDetectorMsftSidAdapter.dll,151552,7,3,2.507665775
C:\Windows\System32\KnobsCore.dll,262144,8,3,2.624248692
C:\Windows\System32\KnobsCsp.dll,147456,7,3,2.548408512
C:\Windows\System32\korwbrkr.dll,212992,7,4,3.108762595
C:\Windows\System32\ksuser.dll,50944,7,8,1.571786841
C:\Windows\System32\ktmw32.dll,45056,6,44,2.137863995
C:\Windows\System32\l2gpstore.dll,106496,8,7,2.211497245
C:\Windows\System32\l2nacp.dll,94208,8,2,2.70815259
C:\Windows\System32\LampArray.dll,204800,8,4,2.489514037
C:\Windows\System32\LangCleanupSysprepAction.dll,40960,7,1,1.533543919
C:\Windows\System32\LanguageComponentsInstaller.dll,237568,8,7,2.554831121
C:\Windows\System32\LanguageOverlayServer.dll,606208,8,2,3.450209318
C:\Windows\System32\LanguageOverlayUtil.dll,286616,8,39,2.614955149
C:\Windows\System32\LanguagePackDiskCleanup.dll,110592,8,3,2.13876776
C:\Windows\System32\LanguagePackManagementCSP.dll,126976,8,2,2.356145715
C:\Windows\System32\LAPRXY.DLL,36864,7,4,1.286396351
C:\Windows\System32\laps.dll,614400,8,10,3.252400756
C:\Windows\System32\lapscsp.dll,147456,8,2,2.381214713
C:\Windows\System32\LegacyNetUX.dll,98304,8,3,2.230534813
C:\Windows\System32\LegacySystemSettings.dll,110592,8,2,2.176192131
C:\Windows\System32\lfsvc.dll,90112,7,4,2.376220559
C:\Windows\System32\libcrypto.dll,1893376,6,3712,5.226638303
C:\Windows\System32\libmfxhw64.dll,982248,7,63,4.683530277
C:\Windows\System32\libvpl.dll,786888,9,62,3.463436184
C:\Windows\System32\LicenseManager.dll,1103288,8,20,3.846906675
C:\Windows\System32\LicenseManagerApi.dll,135168,8,14,2.18972211
C:\Windows\System32\LicenseManagerSvc.dll,143360,8,1,2.477837933
C:\Windows\System32\licenseprotection.dll,87360,7,3,2.003560416
C:\Windows\System32\LicensingCSP.dll,192512,8,2,2.345598952
C:\Windows\System32\LicensingDiagSpp.dll,491520,8,1,2.369264853
C:\Windows\System32\LicensingWinRT.dll,820664,8,3,2.819635721
C:\Windows\System32\licmgr10.dll,53248,7,4,1.956227704
C:\Windows\System32\linkinfo.dll,61440,8,15,1.546395157
C:\Windows\System32\lltdapi.dll,106496,7,6,2.604798024
C:\Windows\System32\lltdres.dll,12288,2,0,0.851989376
C:\Windows\System32\lltdsvc.dll,323584,7,2,3.061279572
C:\Windows\System32\lmhsvc.dll,63448,9,1,1.673364625
C:\Windows\System32\loadperf.dll,131072,8,14,2.217334766
C:\Windows\System32\localkdcsvc.dll,839680,8,3,3.099620454
C:\Windows\System32\localsec.dll,528384,8,3,3.515058946
C:\Windows\System32\localspl.dll,1699840,8,124,3.716704657
C:\Windows\System32\localui.dll,45056,7,1,1.685522431
C:\Windows\System32\LocationApi.dll,417792,8,4,3.413367857
C:\Windows\System32\LocationFramework.dll,2215936,8,14,4.232354666
C:\Windows\System32\LocationFrameworkInternalPS.dll,98304,7,4,2.038138211
C:\Windows\System32\LocationFrameworkPS.dll,62880,7,4,1.687019491
C:\Windows\System32\LocationWinPalMisc.dll,139264,7,4,2.49886129
C:\Windows\System32\LockAppBroker.dll,442368,8,3,3.559804572
C:\Windows\System32\LockController.dll,692224,8,3,3.004583359
C:\Windows\System32\LockHostingFramework.dll,483328,9,5,2.812273924
C:\Windows\System32\LockScreenContent.dll,221184,8,2,2.822405847
C:\Windows\System32\LockScreenContentHost.dll,77824,8,2,1.988600956
C:\Windows\System32\LockScreenData.dll,458752,8,3,2.927769791
C:\Windows\System32\loghours.dll,102400,7,10,3.098917559
C:\Windows\System32\logoncli.dll,294880,8,90,3.057987868
C:\Windows\System32\LogonController.dll,917504,8,3,3.279337675
C:\Windows\System32\lpasvc.dll,1564672,8,2,3.564986971
C:\Windows\System32\lpk.dll,12288,2,10,1.300417553
C:\Windows\System32\lpksetupproxyserv.dll,28672,6,2,1.107049881
C:\Windows\System32\lsaadt.dll,208896,8,132,2.456234525
C:\Windows\System32\lsasrv.dll,1765376,8,330,3.966756442
C:\Windows\System32\lsm.dll,917504,8,1,3.523616328
C:\Windows\System32\lsmproxy.dll,65536,7,5,2.357846313
C:\Windows\System32\luiapi.dll,61440,7,24,1.924927698
C:\Windows\System32\lxutil.dll,69632,7,77,2.0318089
C:\Windows\System32\lz32.dll,12288,2,14,1.29709432
C:\Windows\System32\Magnification.dll,73728,7,21,2.32335611
C:\Windows\System32\MaintenanceUI.dll,114688,8,6,2.653841542
C:\Windows\System32\ManageCI.dll,286720,8,52,2.703982141
C:\Windows\System32\MapConfiguration.dll,544768,8,4,3.028757706
C:\Windows\System32\MapControlCore.dll,237568,8,250,2.494247805
C:\Windows\System32\MapControlStringsRes.dll,12288,2,0,0.872520429
C:\Windows\System32\MapGeocoder.dll,2293760,7,1,4.06331989
C:\Windows\System32\mapi32.dll,196608,8,140,2.612919516
C:\Windows\System32\mapistub.dll,196608,8,140,2.612919516
C:\Windows\System32\MapRouter.dll,2871296,7,2516,4.109024341
C:\Windows\System32\MapsBtSvc.dll,143360,7,12,2.664436071
C:\Windows\System32\MapsBtSvcProxy.dll,40960,7,4,1.329058491
C:\Windows\System32\MapsCSP.dll,122880,7,2,2.47475022
C:\Windows\System32\MapsStore.dll,1060864,7,17,3.901421523
C:\Windows\System32\mapstoasttask.dll,81920,7,4,2.166445643
C:\Windows\System32\mapsupdatetask.dll,77824,8,4,1.799498065
C:\Windows\System32\MbaeApi.dll,614400,8,4,3.820330975
C:\Windows\System32\MbaeApiPublic.dll,1196032,8,3,3.754356567
C:\Windows\System32\MBMediaManager.dll,581632,8,3,3.449540013
C:\Windows\System32\mbsmsapi.dll,614400,8,3,3.089168864
C:\Windows\System32\mbussdapi.dll,114688,8,3,2.310935995
C:\Windows\System32\MCCSEngineShared.dll,217088,8,34,2.536546727
C:\Windows\System32\MCCSPal.dll,61440,8,15,1.618203666
C:\Windows\System32\mciavi32.dll,126976,7,2,2.358912063
C:\Windows\System32\mcicda.dll,73728,7,1,2.161596013
C:\Windows\System32\mciqtz32.dll,65536,7,1,2.111073642
C:\Windows\System32\mciseq.dll,57344,7,1,1.632542704
C:\Windows\System32\mciwave.dll,53248,6,1,2.028598359
C:\Windows\System32\McpManagementProxy.dll,45056,7,4,1.590429896
C:\Windows\System32\McpManagementService.dll,315392,8,1,2.534535939
C:\Windows\System32\MCRecvSrc.dll,1040384,8,2,3.189163237
C:\Windows\System32\mcupdate_AuthenticAMD.dll,139696,8,0,1.304941136
C:\Windows\System32\mcupdate_GenuineIntel.dll,3593120,8,0,1.756643
C:\Windows\System32\MdmCommon.dll,217088,8,25,2.392572968
C:\Windows\System32\MdmDiagnostics.dll,2596864,8,6,3.56027067
C:\Windows\System32\mdminst.dll,106496,7,1,2.044401199
C:\Windows\System32\mdmlocalmanagement.dll,69632,8,3,1.735125226
C:\Windows\System32\mdmmigrator.dll,200704,7,2,2.447315099
C:\Windows\System32\mdmpostprocessevaluator.dll,81920,8,3,1.873218537
C:\Windows\System32\mdmregistration.dll,552960,8,16,2.727656287
C:\Windows\System32\MediaFoundation.DefaultPerceptionProvider.dll,196608,8,3,2.986088036
C:\Windows\System32\MediaFoundationAggregator.dll,159744,6,5,2.999262724
C:\Windows\System32\MemoryDiagnostic.dll,61440,7,4,1.846450192
C:\Windows\System32\MessagingDataModel2.dll,1064960,8,78,3.20692349
C:\Windows\System32\MessagingService.dll,94208,7,2,2.463175855
C:\Windows\System32\mf.dll,559328,10,94,3.074409349
C:\Windows\System32\mf3216.dll,126976,7,2,2.564720529
C:\Windows\System32\mfAACEnc.dll,1641872,7,2,3.751615605
C:\Windows\System32\mfasfsrcsnk.dll,1604696,8,21,3.131624118
C:\Windows\System32\mfaudiocnv.dll,1129528,8,2,3.094756695
C:\Windows\System32\mfc110.dll,5592648,6,9331,5.735297933
C:\Windows\System32\mfc110chs.dll,46160,1,0,5.012374639
C:\Windows\System32\mfc110cht.dll,46160,1,0,5.08671832
C:\Windows\System32\mfc110deu.dll,74832,1,0,3.570002698
C:\Windows\System32\mfc110enu.dll,65104,1,0,3.581491789
C:\Windows\System32\mfc110esn.dll,73808,1,0,3.515334211
C:\Windows\System32\mfc110fra.dll,74832,1,0,3.548464008
C:\Windows\System32\mfc110ita.dll,72784,1,0,3.506193727
C:\Windows\System32\mfc110jpn.dll,53840,1,0,4.974125529
C:\Windows\System32\mfc110kor.dll,53328,1,0,5.04626679
C:\Windows\System32\mfc110rus.dll,70736,1,0,4.166910821
C:\Windows\System32\mfc110u.dll,5619784,6,9303,5.724557011
C:\Windows\System32\mfc140.dll,5624400,7,9305,5.402186224
C:\Windows\System32\mfc140chs.dll,51304,2,0,4.285483665
C:\Windows\System32\mfc140cht.dll,51176,2,0,4.315320153
C:\Windows\System32\mfc140deu.dll,79984,2,0,3.575476418
C:\Windows\System32\mfc140enu.dll,70120,2,0,3.569747235
C:\Windows\System32\mfc140esn.dll,78928,2,0,3.541127448
C:\Windows\System32\mfc140fra.dll,79952,2,0,3.570786527
C:\Windows\System32\mfc140ita.dll,77904,2,0,3.530550873
C:\Windows\System32\mfc140jpn.dll,58848,2,0,4.248468925
C:\Windows\System32\mfc140kor.dll,58448,2,0,4.3155648
C:\Windows\System32\mfc140rus.dll,75856,2,0,3.855959063
C:\Windows\System32\mfc140u.dll,5659216,7,9311,5.392105514
C:\Windows\System32\mfc42.dll,1417216,8,6637,3.750738526
C:\Windows\System32\mfc42u.dll,1425408,8,6633,3.723268145
C:\Windows\System32\MFCaptureEngine.dll,782440,8,3,3.831303597
C:\Windows\System32\mfcm110.dll,90184,7,23,3.608889119
C:\Windows\System32\mfcm110u.dll,90192,7,23,3.605268848
C:\Windows\System32\mfcm140.dll,96848,7,23,3.771633253
C:\Windows\System32\mfcm140u.dll,96736,7,23,3.77352627
C:\Windows\System32\mfcore.dll,4286368,10,53,3.145617244
C:\Windows\System32\mfcsubs.dll,57344,7,165,1.965944806
C:\Windows\System32\mfds.dll,1042744,8,26,3.273663977
C:\Windows\System32\MFDshowReverseBridge.dll,323584,7,4,3.447493185
C:\Windows\System32\mfdvdec.dll,172032,7,2,2.964443573
C:\Windows\System32\mferror.dll,77824,2,0,0.752421392
C:\Windows\System32\mfh263enc.dll,86016,8,4,1.721116363
C:\Windows\System32\mfh264enc.dll,716800,8,4,2.938469029
C:\Windows\System32\mfksproxy.dll,229376,8,4,2.583415328
C:\Windows\System32\MFMediaEngine.dll,4374528,8,3,3.82504991
C:\Windows\System32\mfmjpegdec.dll,425984,8,2,2.46460047
C:\Windows\System32\mfmkvsrcsnk.dll,970752,8,2,3.231401355
C:\Windows\System32\mfmp4srcsnk.dll,2418712,8,2,3.39525178
C:\Windows\System32\mfmpeg2srcsnk.dll,1261744,10,2,2.732070082
C:\Windows\System32\mfnetcore.dll,1071656,8,12,3.343241919
C:\Windows\System32\mfnetsrc.dll,1534440,8,5,3.131737707
C:\Windows\System32\mfperfhelper.dll,1265856,7,132,3.678155998
C:\Windows\System32\mfplat.dll,2199728,8,234,3.583019436
C:\Windows\System32\MFPlay.dll,588232,8,6,3.171238051
C:\Windows\System32\mfps.dll,261784,8,5,2.598122647
C:\Windows\System32\mfreadwrite.dll,869184,8,7,3.406232778
C:\Windows\System32\mfsensorgroup.dll,641936,8,52,3.217586814
C:\Windows\System32\mfsrcsnk.dll,1898064,8,4,3.217876734
C:\Windows\System32\mfsvr.dll,1683224,8,6,3.406528304
C:\Windows\System32\mftranscode.dll,489040,8,8,2.745319608
C:\Windows\System32\mfvdsp.dll,121200,7,4,2.768232429
C:\Windows\System32\mfvfw.dll,69632,7,4,1.88176663
C:\Windows\System32\MFWMAAEC.DLL,249856,8,4,3.127037438
C:\Windows\System32\mfxplugin64_hw.dll,27987088,12,2,4.821246378
C:\Windows\System32\mgmtapi.dll,49152,7,9,1.643936506
C:\Windows\System32\mgmtrefreshcredprov.dll,163840,8,2,2.838264705
C:\Windows\System32\mi.dll,159744,7,2,2.585007512
C:\Windows\System32\mibincodec.dll,114688,7,4,2.661169984
C:\Windows\System32\Microsoft-Windows-AppModelExecEvents.dll,221184,2,0,2.212736201
C:\Windows\System32\microsoft-windows-battery-events.dll,42400,2,0,2.00609487
C:\Windows\System32\microsoft-windows-hal-events.dll,26016,2,0,1.754504029
C:\Windows\System32\Microsoft-Windows-Internal-Shell-NearShareExperience.dll,237568,8,3,2.669538866
C:\Windows\System32\microsoft-windows-kernel-cc-events.dll,62880,2,0,1.961981006
C:\Windows\System32\microsoft-windows-kernel-pnp-events.dll,112032,2,0,2.089943484
C:\Windows\System32\microsoft-windows-kernel-power-events.dll,361904,2,0,2.141842336
C:\Windows\System32\microsoft-windows-kernel-processor-power-events.dll,271776,2,0,2.080706898
C:\Windows\System32\Microsoft-Windows-MapControls.dll,24576,2,0,1.845525285
C:\Windows\System32\Microsoft-Windows-MosHost.dll,16384,2,0,1.88457958
C:\Windows\System32\microsoft-windows-mptf-events.dll,34208,2,0,1.714118874
C:\Windows\System32\microsoft-windows-pdc.dll,99648,2,0,2.009115565
C:\Windows\System32\microsoft-windows-power-cad-events.dll,20480,2,0,1.674566585
C:\Windows\System32\microsoft-windows-processor-aggregator-events.dll,12288,2,0,1.541066958
C:\Windows\System32\microsoft-windows-sleepstudy-events.dll,173488,2,0,2.040631575
C:\Windows\System32\microsoft-windows-storage-tiering-events.dll,16384,2,0,1.423603095
C:\Windows\System32\microsoft-windows-system-events.dll,681400,2,0,2.187710548
C:\Windows\System32\Microsoft-WindowsPhone-SEManagementProvider.dll,12288,2,0,0.817005039
C:\Windows\System32\Microsoft.Bluetooth.Audio.dll,1843200,7,5,4.110560797
C:\Windows\System32\Microsoft.Bluetooth.Proxy.dll,307200,7,3,3.00751706
C:\Windows\System32\Microsoft.Bluetooth.Service.dll,3747840,9,1,3.527463312
C:\Windows\System32\Microsoft.Bluetooth.UserService.dll,602112,8,3,3.340937627
C:\Windows\System32\Microsoft.Graphics.Display.DisplayEnhancementService.dll,1298432,8,2,3.672109293
C:\Windows\System32\Microsoft.Internal.FrameworkUdk.System.dll,733184,8,1,2.991506813
C:\Windows\System32\Microsoft.Internal.WarpPal.dll,113032,6,2,2.327398777
C:\Windows\System32\Microsoft.LocalUserImageProvider.dll,143360,7,2,2.673275654
C:\Windows\System32\Microsoft.Management.Infrastructure.Native.Unmanaged.dll,40960,7,31,1.639111712
C:\Windows\System32\Microsoft.Media.PlayReady.Appraiser.dll,226840,7,1,4.379076793
C:\Windows\System32\Microsoft.Windows.Storage.Core.dll,15360,3,0,2.715736919
C:\Windows\System32\Microsoft.Windows.Storage.StorageBusCache.dll,14848,3,0,2.843319951
C:\Windows\System32\MicrosoftAccount.TokenProvider.Core.dll,709632,8,2,3.782944592
C:\Windows\System32\MicrosoftAccountCloudAP.dll,348160,8,1,2.887463603
C:\Windows\System32\MicrosoftAccountExtension.dll,491520,8,3,2.889851805
C:\Windows\System32\MicrosoftAccountTokenProvider.dll,319488,8,4,3.017292413
C:\Windows\System32\MicrosoftAccountWAMExtension.dll,696320,8,3,3.060521737
C:\Windows\System32\midimap.dll,49152,7,3,2.02249168
C:\Windows\System32\migisol.dll,148800,8,729,2.218497573
C:\Windows\System32\miguiresource.dll,204800,7,0,2.133486728
C:\Windows\System32\mimefilt.dll,98304,8,4,2.094810453
C:\Windows\System32\mimofcodec.dll,176128,7,8,3.190609611
C:\Windows\System32\MinstoreEvents.dll,28672,2,0,1.884180297
C:\Windows\System32\MiracastInputMgr.dll,65536,8,2,1.924151849
C:\Windows\System32\MiracastReceiver.dll,1126400,8,3,3.34240809
C:\Windows\System32\MiracastReceiverExt.dll,122880,8,5,2.221251035
C:\Windows\System32\MirrorDrvCompat.dll,65536,7,1,1.683469638
C:\Windows\System32\mispace.dll,3487160,9,33,4.006278928
C:\Windows\System32\MissionControlAggregator.dll,212992,8,5,2.774492251
C:\Windows\System32\MitigationClient.dll,577536,8,5,3.594458148
C:\Windows\System32\MitigationConfiguration.dll,131072,8,8,2.111470821
C:\Windows\System32\miutils.dll,266240,8,148,3.075407545
C:\Windows\System32\mlang.dll,278528,8,12,3.607959716
C:\Windows\System32\mmcbase.dll,204800,8,135,2.788929097
C:\Windows\System32\mmcndmgr.dll,2084864,8,5,3.831337954
C:\Windows\System32\mmcshext.dll,155648,8,4,3.124861955
C:\Windows\System32\MMDevAPI.dll,637792,10,37,2.843906353
C:\Windows\System32\mmgaclient.dll,1671168,8,82,3.560726092
C:\Windows\System32\mmgaproxystub.dll,167936,8,4,1.852557072
C:\Windows\System32\mmres.dll,12288,2,0,1.688585648
C:\Windows\System32\MMXVirtualCamera.dll,23939432,9,3,4.481285506
C:\Windows\System32\mobilenetworking.dll,139264,8,81,2.140580339
C:\Windows\System32\modemui.dll,212992,7,14,2.903707631
C:\Windows\System32\modernexecserver.dll,581632,8,3,2.912628161
C:\Windows\System32\ModernPrintConfigHelper.dll,454656,7,9,3.297514834
C:\Windows\System32\moricons.dll,12288,2,0,0.742635164
C:\Windows\System32\moshost.dll,122880,8,11,2.37296169
C:\Windows\System32\MosHostClient.dll,143360,8,56,2.241251916
C:\Windows\System32\moshostcore.dll,263600,8,1,2.322820064
C:\Windows\System32\MosStorage.dll,147456,8,33,2.048406874
C:\Windows\System32\MP3DMOD.DLL,141864,7,5,2.534671097
C:\Windows\System32\MP43DECD.DLL,265912,8,5,2.792571368
C:\Windows\System32\MP4SDECD.DLL,410440,8,5,2.657838334
C:\Windows\System32\MpeCm.dll,266240,8,5,2.598655585
C:\Windows\System32\MpeHttpExt.dll,120264,8,2,2.096199964
C:\Windows\System32\mpeval.dll,258048,7,11,3.574939123
C:\Windows\System32\MPG4DECD.DLL,265912,8,5,2.797931359
C:\Windows\System32\mpr.dll,146088,8,85,1.949227797
C:\Windows\System32\mprapi.dll,540672,8,161,2.915287418
C:\Windows\System32\mprddm.dll,876544,7,62,3.400195285
C:\Windows\System32\mprdim.dll,503808,8,2,3.154783309
C:\Windows\System32\mprext.dll,40960,7,11,1.283119455
C:\Windows\System32\mprmsg.dll,143360,7,2,1.565036168
C:\Windows\System32\MPSSVC.dll,1421312,8,2,3.883429626
C:\Windows\System32\mpunits.dll,520192,7,14,3.845005752
C:\Windows\System32\MrmCoreR.dll,1174968,8,18,3.844424545
C:\Windows\System32\MrmDeploy.dll,410536,8,9,2.896208661
C:\Windows\System32\MrmIndexer.dll,790528,8,3,3.168590433
C:\Windows\System32\mrt100.dll,40960,7,1,1.636355764
C:\Windows\System32\mrt_map.dll,45056,7,1,1.514861679
C:\Windows\System32\ms3dthumbnailprovider.dll,81920,7,2,2.370054762
C:\Windows\System32\msaatext.dll,180224,7,4,3.549460964
C:\Windows\System32\msacm32.dll,145992,8,42,2.195706292
C:\Windows\System32\msafd.dll,12288,2,1,0.883334562
C:\Windows\System32\MSAlacDecoder.dll,81920,7,2,2.341683304
C:\Windows\System32\MSAlacEncoder.dll,90112,7,2,2.402561353
C:\Windows\System32\MSAMRNBDecoder.dll,159744,7,4,2.668213691
C:\Windows\System32\MSAMRNBEncoder.dll,237568,7,4,2.827372109
C:\Windows\System32\MSAMRNBSink.dll,57344,7,4,1.799542955
C:\Windows\System32\MSAMRNBSource.dll,118784,7,4,2.670702627
C:\Windows\System32\MSAProfileNotificationHandler.dll,102400,7,2,2.403904871
C:\Windows\System32\msasn1.dll,88288,7,152,2.025812316
C:\Windows\System32\MSAudDecMFT.dll,922808,8,4,3.132260332
C:\Windows\System32\msaudite.dll,163840,2,0,1.91013023
C:\Windows\System32\msauserext.dll,73728,8,21,1.640705705
C:\Windows\System32\mscandui.dll,397312,7,4,3.368447611
C:\Windows\System32\mscat32.dll,36864,7,36,1.362616265
C:\Windows\System32\msclmd.dll,282624,7,2,2.707344495
C:\Windows\System32\mscms.dll,832032,8,126,3.526675531
C:\Windows\System32\mscoree.dll,430080,8,125,3.267649514
C:\Windows\System32\mscorier.dll,28672,2,0,2.464679365
C:\Windows\System32\mscories.dll,76176,5,2,3.57605753
C:\Windows\System32\msctf.dll,1443576,8,78,3.437941557
C:\Windows\System32\MsCtfMonitor.dll,102400,8,7,2.10560157
C:\Windows\System32\msctfp.dll,208896,7,5,2.132455351
C:\Windows\System32\msctfui.dll,204800,7,4,3.266598607
C:\Windows\System32\msctfuimanager.dll,806912,8,2,3.252108388
C:\Windows\System32\msdadiag.dll,184320,9,1,2.515094869
C:\Windows\System32\msdart.dll,176128,8,625,2.541330811
C:\Windows\System32\msdelta.dll,595360,7,16,3.002204949
C:\Windows\System32\msdmo.dll,67472,7,15,1.727995825
C:\Windows\System32\msdrm.dll,593920,8,95,3.271193124
C:\Windows\System32\msdtckrm.dll,393216,8,2,2.728793921
C:\Windows\System32\msdtclog.dll,151552,8,7,2.282619799
C:\Windows\System32\msdtcprx.dll,888832,8,37,2.915596401
C:\Windows\System32\msdtcspoffln.dll,40960,7,1,1.452029617
C:\Windows\System32\msdtctm.dll,1568768,7,10,3.792759755
C:\Windows\System32\msdtcuiu.dll,339968,7,7,3.536680378
C:\Windows\System32\msdtcVSp1res.dll,32768,2,0,1.822878186
C:\Windows\System32\msfeeds.dll,847872,8,3,3.78999111
C:\Windows\System32\msfeedsbs.dll,102400,8,2,2.076136322
C:\Windows\System32\MSFlacDecoder.dll,483328,8,4,3.31016628
C:\Windows\System32\MSFlacEncoder.dll,352256,7,2,3.70044866
C:\Windows\System32\msftedit.dll,3325952,8,25,4.119727423
C:\Windows\System32\MsftOemDllIgneous.dll,86016,7,3,2.08699246
C:\Windows\System32\mshtml.dll,24109056,8,50,3.85110976
C:\Windows\System32\MshtmlDac.dll,106496,7,1,2.352382835
C:\Windows\System32\mshtmled.dll,126976,8,5,2.566135732
C:\Windows\System32\mshtmler.dll,57344,2,0,1.97554407
C:\Windows\System32\msi.dll,3442080,7,295,4.322023881
C:\Windows\System32\MsiCofire.dll,73728,7,4,2.251162123
C:\Windows\System32\msidcrl40.dll,45056,7,85,1.369434524
C:\Windows\System32\msident.dll,94208,8,2,2.117286397
C:\Windows\System32\msidle.dll,32768,7,7,1.518513927
C:\Windows\System32\msidntld.dll,12288,2,0,1.948646699
C:\Windows\System32\msieftp.dll,331776,8,2,3.063432329
C:\Windows\System32\msihnd.dll,495616,7,4,4.000937296
C:\Windows\System32\msiltcfg.dll,45056,7,14,1.693270503
C:\Windows\System32\msimg32.dll,32768,7,5,1.052759803
C:\Windows\System32\msimsg.dll,36864,2,0,1.173253858
C:\Windows\System32\msimtf.dll,77824,8,6,2.10125119
